,index,tweets,label
1237,436,Traigo un playlist que parece antro joto del centro y lo estoy amando.,NP
1128,327,"—Oye, pues te invito a comer un día de estos.
— Soy lesbiana.
— ¿Y las lesbianas no tragan pendeja? Te estoy invitando a comer no a coger.",NP
6859,1698,"@PepedelBosque Me imagino a Pochettino jugando con Eriksen y Winks por el medio, dos puñales por cada banda a perfil natural (Chucky y Son), y con Dele detrás de Kurl",NA
3811,3010,"Es un hecho que TODAS las políticas diseñadas para sacar a gente trans de lugares afecta más a la gente que no es trans.

Por ej. En los Baños hay buuu de historias de “mujeres con cabello corto que sacaron ya que pensaron era hombre”.",NP
396,396,¿Tus papás saben que juegas a la bisexual en internet?,P
1140,339,"La Alianza Francesa de Mérida se une como sede del festival ""Cinema Queer México"" 🥳 @CinemaQueerMX_ 

Te invitamos a seguir nuestras redes para consultar nuestra cartelera 😃👍
#CinemaQueerMX #ViveALaFrancesa #AFMéridaMx url",NP
1751,950,@david_rof @REBELMORK Eres como la draga tongolele ❤️😍❤️😍,NP
2771,1970,"@lion_sb @ActualidadRT No hay que confundir el género con el sexo, así mismo existen variantes de la sexualidad y casos de personas intersexuales que no necesariamente obedecen a la dicotomía biológica que se ha sustentado por décadas.",NP
4453,3652,"'Son marranadas', dice profesor de la Universidad Veracruzana sobre relaciones homosexuales url",NP
6255,1094,"@Claudiashein 
Por que no vas al frente de las policías, o de menos déjalas actuar, con que derecho permite que sean violentadas por esas malditas locas???
url",NA
3551,2750,Esa conceptualización errónea provoca la negativa a reconocer identidad genérica de menores de edad transgenero: @Jacquie_LHoist,NP
1405,604,"Los conceptos no pueden ser transgénero porque:
Saber debatir &gt; saber hacer drama.
Es correcto para unos y barbarie para otras",NP
2003,1202,"Visita la tienda @Gravitymty 😎👍🏻➡Calle Matamoros 917, en el Barrio Antiguo #Monterrey
📱8117168513
#guadalajara #jalisco #cdmx #mexico #saltillo #cancun #regio #gay #Jockstraps #suspensorios #underwear #swimwear #gym #RopaInterior #gaymty #gaygdl #gaymx #hunk #jal #jalisco #gdl url",NP
4947,4146,"Se los adelanto, cuando se instale la Teoría Queer van a extrañar, que digo extrañar, van a rogar, a suplicar por Simone Beauvoir. 😎",NP
6144,983,Ellas son las culpables de que estemos Locas 🤣 url,NA
3317,2516,"@freddier Entonces en eso del algoritmo, japón me cae que lleva esa histeria mexicana de “decimos una cosa, hacemos otra” a otro nivel.

El animé más CRAZY DIVERSO GAY o TRANS o GAY TRANS OCTOPUS del planeta, versus.. ¿gente gay en Japón? DONDE. ¿Trans? Ni hablar.",NP
1915,1114,"Yo hago las cosas más sucias de forma elegante.
.
.
.
.
#like #gay #gayboy #gaylife #instagramers #igers #instagay #lgbt #gayman #gaymx #gaymexico #mexican #mexicanman #photography #photobook #mybook #man #boy… url",NP
1755,954,ES : Salón de eventos es negado a pareja homosexual url,NP
4948,4147,"@darkmoonselina @BravoAndrs @Jiseland cc @talatalavera 

Ve, acerca de la luchadora trans que supuestamente rompió el cráneo de otra. Fake news.",NP
3703,2902,Una izquierda de mentiras esa de #AMLO en vs de lis derechos de los gays y del aborto,NP
1407,606,MWES -  Proyecto de matrimonio homosexual con filiación entregó fundación Iguales url,NP
1571,770,"No había visto “Queer Eye” y me la empecé a chutar al iniciar la cuarentena.

Obvio me pegó mucho porque sí entendí a los LGBT+ que se alejaron de sus iglesias y de la casa de sus padres porque, ante todo, hay que ser fiel a uno mismo.",NP
5324,163,Estoy loca loca por tenerte😍🌀,NA
4708,3907,"@roro no veo ese ""claramente"". Si existe un baño ""para trans"" me pedirán no ir a los baños cisgenero donde SI HAY división de género.",NP
2568,1767,@honeystarla @RealMaroSilva a huevo si. Así los pendejos se alejan en FA y voila! Yo SIEMPRE digo soy Trans de entrada. (Lo tengo tatuado),NP
2964,2163,"Otro hetero-cis blanco de quien hay que tener en el radar por su plataforma y propaganda anti-trans en Español: Emmanuel Rincón. 

1) Si, une pensaría que personas con sentido común no estarían en contra de la homosexualidad, pero aquí estamos con más de 50 años de lucha. 🧵 url",NP
2123,1322,"@alfredoLaMOMIA @fernandeznorona Si te refieres a mi papá, tu no lleva acento. Entonces trío de gays.",NP
5568,407,O una Durl Por fi ahí les encargo url,NA
729,729,"Existen varios tipos de homosexuales:
- Los que gustan de su mismo sexo
- Los que fuman mentolado
- Los que no le dan retwittear 
Jajaja😉😉",P
3077,2276,#Torreón Buscan evitar que parejas gays adopten url,NP
5862,701,EN DÍAS PASADOS ME LLAMARON PARA OFRECERME UN APOYO MENSUAL POR 2500 DE PARTE DE ALEJANDRA BARRALES OBVIO DIJE QUE NO NI LOCA VENDO MI VOTO,NA
4757,3956,"¿Ubican como hay bandera lésbica, bandera bi, bandera trans, bandera intersexual, y demás?

Acá la bandera Gay. url",NP
246,246,Federer mierda tanto esfuerzo para jugar como marica el Tie Break!! :(,P
4992,4191,"Entrega #CDMX 235 actas con cambio de identidad a personas transgénero 
url",NP
1876,1075,"Dont be a Drag Just Be a Queen ! 👌😈💎🏳️‍🌈 #pridemonth #pride #pride🌈 #ragalamas💎 #joyadediez #lanuevaperradelmal en Guadalajara, Jalisco url",NP
3960,3159,"Hace 6 años me intentaron violar, me manosearon y levantaron la ropa, el taxista con falo en mano insistió “a ustedes travestis les gusta”

SALIÓ IMPUNE, ya que el taxista argumentó “no pudo haber pasado, no me gustan los hombres” (o sea, me dijo señor).

#almenosnomedijoseñor url url",NP
2136,1335,Muchos padres se enojan porque sus hijos son homosexuales y el mio me pide a gritos que sea lesbiana.,NP
1300,499,"El niño trans que conozco está enamorado de una niña. Lo mejor que podemos hacer es que vivan sus ilusiones y desencantos sin el ingrediente amargo de nuestra censura, miedo e incomprensión.",NP
2236,1435,@deniseramosm @RamirezClaudia_ Creo es el epítome del gusto gay.,NP
3424,2623,"@debland_arturo Justo creo que el problema no es quienes participan, sino cómo lo hacen. Los comités deben rendir cuentas de manera transparente. 

Las cosas cuestan, y hay formas éticas de cubrir costos y ayudar a recaudar fondos para colectivos y ONGs, priorizando a grupos trans, por ejemplo.",NP
5024,4223,"@Machinepunkrock Mezclado. Nunca había escuchado eso de México como referencia la verdad.

Pero del tema trans. Argentina está en el 2089, Chile mezclado aunque tuvo a una mujer trans en los oscares, Colombia mezclado aunque hay actrices y presentadoras trans en tele, y en la academia y política",NP
1768,967,"Me encanta mi maestra de doblaje enseñándole trucos a su alumno trans para que pueda hacer voces varoniles. 

#EseApoyoSíSeVe

Super me encorazona 💕",NP
282,282,Se verá muy joto el baking? 😂,P
4905,4104,"Qué 🐶 🐻 el Genaro, siono raza gay?",NP
5087,4286,"En los 60’S no existía la palabra gay. La homosexualidad era perseguida y condenada al infierno. Muchos optaron por amar en secreto al compadre y llevarse su pasión a la tumba, al estilo Jorge (Mauricio Garcés) y Gutierritos (Rafael Banquells) Descúbrelos #Gutierritos url",NP
3894,3093,Más de un millón 400 mil personas marcharon en 124 ciudades mexicanas para expresar su rechazo al matrimonio homosexual #HechosAM,NP
6087,926,Cómo que la cori bi está embarazada? Jajajaja omg,NA
5994,833,"No te enamores de mi, toy loca. url",NA
953,152,"Detienen a Caro Quintero, la inflación en México va al alza y hay una epidemia que afecta principalmente a hombres homosexuales lo cual fomenta estigmas a la comunidad LGBTQ+. 

Bienvenidos a 1980.",NP
860,59,"Los vatos que dicen “si yo fuera mujer sería puta” son los mismos que  no usan jabón cuando se bañan, piensan el cuidado de piel es “de jotos” (o metrosexuales) 
y son los que si les das un bolso hacen jetas infinitas y lo cargan “como hombres”.. me cae.",NP
4473,3672,"Para un papel como mujer trans, ya en vestuario me pidieron que usara ropa que no me quedara bien bajo una noción que “los travestis no se visten bien”.

Y luego la cereza en el pastel era que me pidieron “me dejara crecer la barba un tantito antes de grabar”.

Dejé el papel. url",NP
5578,417,@bella_layla3 K rica estas puta yo si te viera así te pediría poder lamer tu cosita i comer tu mil  k sabrosa estás muñeca,NA
6585,1424,"Querido @AtlasFC de mi ♥️🖤

Queremos por favor a nuestra madrina @PatyCantu en la final para cantar el himno nacional. 

Es nuestra hada de la suerte, vamos por el Bi🏆",NA
2138,1337,@Danixxxlove69 Quieres hacer mi putita bb,NP
4449,3648,"@olivernashbb Yo, pero por que es mi trabajo. 

Entre influencers y medios la lista es larga. Tan que de hecho tengo una.. lista.

Ni hablar de gente trans que ve escenarios etc. Cámaras. Somos un buen.",NP
6280,1119,Me voy a incapacitar porque estos 30 piquetes que tengo en las piernas no me permiten estar vestida. 🥺,NA
6253,1092,@SancadillaNorte A puta y que hace Dorlan ahí,NA
3724,2923,"Luego conocí a una chica Trans diseñadora de modas que IGUAL no hacía tallas para chicas altas :/
¡Andemos Desnudos! url",NP
294,294,@callodehacha @berthisbonita Se me hace que eres puñal,P
6162,1001,"@valeriarpachec Jajajaja siempre he tenido pedos con eso pri, pero siempre pospuse el tratamiento porque sabía lo que iba a durar y que no podría seguir la vida loca 😂😂😂",NA
3805,3004,#LSRVeracruz Piden justicia y no criminalizar antro gay tras ataque armado url url,NP
6056,895,Ya que sean las putas 9!!! url,NA
6520,1359,"Porque una alimentación saludable contribuye con la prevención de diversas enfermedades en la población, las y los invito al foro Salud, Sociedad y el Senado por la regulación de las grasas trans.

#SenadoraMargaritaValdez url",NA
5042,4241,"Si Obama hubiera dicho ""a la chingada con la gente trans"", Trump estaría diciendo ""vamos a hacer toda una fuerza militar trans"". url",NP
902,101,Jajajaja IMPONER el matrimonio entre homosexuales. Wey si tu no eres gay no tienes porque sentirte obligado a casarte con otro wey. A menos url url,NP
6831,1670,"La madrugada del domingo falleció el escritor, académico y diplomático José María Pérez Gay; sus restos serán cremados este lunes #HechosAM",NA
1733,932,"@brujasdelmar Arussi Unda hablando de unidad mientras la ahora segunda integrante de lo que fue brujas del mar postea mensajes de odio contra las mujeres trans, el chiste se cuenta solo: el Feminismo no es un discurso de odio, el Feminismo lo niega la existencia de otras mujeres url",NP
6442,1281,Murió el Catenaccio.  Felicidades @realmadrid HALA MADRID.  Mis respetos. Primer BI @ChampionsLeague #ChampionsxFOX,NA
4236,3435,"@zorroconlentes @fana_lpz Yeap. No saben. Y de sospecharlo, se desdoblan para no admitirlo.

Por eso SIEMPRE arrancan negando. “No son homofóbico peroooo [ homofobia ]”

Los fundamentalistas religiosos JURAN que “a las malas” nos están salvando a las personas trans del mal.

Y así",NP
2982,2181,"A partir de esta semana, el matrimonio igualitario es 1realidad en NL, luego de que el Congreso local fue notificado sobre la resolución que emitió la SCJN para invalidar los artículos 140, 147 y 148 que impedían el enlace de dos personas del mismo sexo ⬇️
url",NP
6864,1703,"¡Se estaba volviendo loca! @ANABELFERREIRAB le salvó la vida a @MaribelGuardia, ¿cómo? Descúbrelo en la repetición el sábado a las 3:30 pm por @UnicableOficial 📺😱 #MontseYJoe #TodosSomosUnicable #PúblicoConocedor #FelizMiércoles @yolandandrade @Montserrat33 url",NA
2151,1350,"@AbrilBerrinches @rconr_raul @Axel17710 @morleylt La lucha feminista también es de los hombres, de aquellos a los que se le han arrebatado una hija, hermana, amiga y luchan por la justicia, lo es para aquellos que son tachados de maricones por expresas sus sentimientos.
Eres parte de cualquier lucha cuando empatizas",NP
668,668,No llore jota,P
6691,1530,"Crimen de 3 soldados que resguardaban rancho de candidato del @PRI_Nacional ejecutado en Tierra Caliente, “es una afrenta contra todo el Estado mexicano”: expresa subsecretario de @SEDENAmx, Roble Granados Gallardo en ceremonia realizada en cuartel del 27 BI en #Iguala #Guerrero url",NA
6320,1159,"Sin chones rojos , ni uvas ...  Con mi tequila y personas favoritas :) vestida de verde para esperar un año url url",NA
995,194,"Este 20 Noviembre te invitamos Día Remembranza Trans.

-6.30 a 7.30 Acto cultural frente Hemiciclo a Juárez.
-7.30 Caminata al Zócalo de la CDMX donde se pondrá un altar en honor y recuerdo de personas trans fallecidas o asesinadas, pronunciamiento.

 trae flores y veladoras. url",NP
985,184,"Para que una foto tenga exito en el Twitter Homosexual Gay Latino debe tener una sola cosa, PELOS.",NP
5183,22,La mejor vestida de los #Emmys2021 sin lugar a dudas es #AnyaTaylorJoy url,NA
4501,3700,Es decir q mejor el orfelinato q dos padres gay o una madre soltera? url,NP
6465,1304,"¡Buen día! Hoy tenemos programa nuevo a las 9:30 pm por @unicable_canal, mientras seguimos #RecordandoConMOJOE en ➡️ url url",NA
5779,618,Estoy hasta la puta madre.,NA
1798,997,@SaraArroyoA Todos andamos bien gays y lesbianas en honor al mes 🙃,NP
6949,10,Puro joto tóxico y peleonero cumple años en mayo. 💀,P
6869,1708,Con la bis 👵🏻🙌🏻 #TodaLinda #quenuncamefaltelasonrisa #lovemylife @… url,NA
4690,3889,"Jurl pansexual. jejejejejejejeejeje.

Sorry ando básica. url",NP
1214,413,@BlancaCheves qué actor interpretó ayer al enano gay?,NP
4197,3396,"@darkmoonselina Creo me comuniqué re mal. No era un ataque a la gente trans. Literal es un ""oigan, acá también dejen de joder""",NP
5030,4229,Los trucos de los señores para sabotear la obligación de la #ParidadElectoral no tienen límites. El último episodio es el de 12  hombres que se hicieron pasar por transgénero para intentar ser candidatos de #PorMéxicoAlFrente en lugares que correspondían a mujeres. #AsiNo #Muxe,NP
967,166,Yo creo que soy lesbiana y no me he querido dar cuenta.,NP
4507,3706,"El Papa alienta unión civil para parejas homosexuales, un cambio de postura del Vaticano url vía @aciprensa",NP
5833,672,Esta vida loca con su loca realidad,NA
5643,482,Hoy debo admitir que no planeé bien esta situación y ahora estoy vestida business casual para el jueves de url 🤔🤦🏻‍♀️,NA
6278,1117,"@Jota_Barajas @agusantonetti @KaiserFranko Los palestinos usan la estrategia de la guerra de url E Israel responde con toda su fuerza, así cada vez avanza un poco más. Ya casi se queda con todo el territorio cuando sólo le ""correspondía"" (discutible esto) una 3a parte.",NA
3995,3194,"@ElizaSonrisas @elvirarelv Mis respetos a las mujeres trans que trabajan en producciones en tele/cine/teatro con gente que no es de la diversidad.

Siempre se les salen cosas que te dejan 🙄🙄🙄🙄🙄",NP
6548,1387,"Porque debemos actuar para proteger la salud de las y los mexicanos para que se regulen las grasas trans para así disminuir las cardiopatías presenté una iniciativa para modificar la Ley General de Salud #NoMásGrasasTrans
#SenadoraMargaritaValdez url",NA
5896,735,"Con un buen inicio de nuestra reactivación promocional y grandes planes para promover circuitos bi estatales, agradecemos a @EsperArturo  Titular en @secturslp , Agentes de Viajes y amigos de los medios de comunicación su presencia en Sorpréndete Vacacionando en #Tamaulipas url url",NA
1670,869,Sin url Casual 😓😓 #boring #gaysdoitbetter #black #dark #selfie #gay # queer @ Bosque de Tláhuac url,NP
2885,2084,"🚨 EN VIVO | Denuncian trabajadoras sexuales trans agresiones con huevos.

url",NP
5047,4246,"El día que las radicales transfóbicas se enteren qué hay gente trans lesbiana, gay y bisexual 🤦🏼‍♀️ url",NP
